,Name,Fantrax_Rank,Fantrax_ADP,Dollars,IP,ERA,WHIP,K/9,QS,SV,K-BB%,PL_Rank,Eno,Stuff+
401,Marc Church,372,896.99,-10.747503052327575,40.1804,4.35637,1.33914,9.42702,0.0,0.0317838,0.1545468047261238,,,
402,Nick Hernandez,854,-,-10.75266142128575,40.8743,4.4624,1.31794,9.33161,0.0,0.0,0.1443636193871498,,,
403,Kody Funderburk,654,-,-10.75551132142151,37.1492,4.15348,1.3668,9.03569,0.0,0.414415,0.1359095051884651,,,
404,Kyle Hart,297,768.64,-10.790897124452746,85.3613,4.54194,1.34033,7.41953,4.17971,0.0,0.1086696684360504,,,
405,Jalen Beeks,550,1867.4,-10.804936517497694,37.5066,4.09469,1.36381,8.29085,0.0,0.344125,0.1234814748167991,,,
406,Ryan Zeferjahn,394,942.67,-10.809223402808144,56.9329,4.45402,1.38237,9.50271,0.0,0.641632,0.1336221843957901,,,
407,Richard Fitts,276,708.42,-10.833110467079326,46.291,4.52907,1.34339,7.20297,1.76997,0.0,0.115524798631668,,,
408,Lucas Sims,505,1741.5,-10.842247263887892,52.7257,4.41811,1.38703,9.36462,0.0,1.03045,0.1165539920330047,,,
409,Bobby Miller,106,310.44,-10.890249969885629,47.2785,4.23957,1.29645,8.8904,1.75263,0.0,0.1454386040568351,67.0,133.0,103.0
410,Ryan Gusto,457,1662.5,-10.90256628749706,39.0537,4.47985,1.33583,7.67453,1.25667,0.0,0.1175647601485252,,,
411,Seth Martinez,632,-,-10.905385940578334,43.9591,4.09669,1.37552,7.51222,0.0,0.387088,0.105028785765171,,,
412,Matt Manning,272,692.44,-10.924398733416306,45.5445,4.11223,1.27185,7.47023,1.54849,0.0,0.1179803535342216,,,
413,Tommy Nance,676,-,-10.973009762749683,39.3038,4.26142,1.34198,8.19447,0.0,0.0,0.1293694004416465,,,
414,Connor Thomas,718,-,-10.995172489204116,39.5634,4.03153,1.35523,6.80894,0.0,0.0,0.1119372248649597,,,
415,Spencer Turnbull,250,619.5,-11.010781259353688,46.0844,4.20409,1.30139,8.2557,2.0239,0.0,0.1279765665531158,,155.0,101.0
416,Zack Thompson,695,-,-11.021344743743477,45.1483,4.29991,1.40859,9.26703,0.609079,0.0,0.1264432072639465,,,
417,Ronny Henriquez,809,-,-11.098601405407605,40.4241,4.1791,1.36191,7.75536,0.0,0.0,0.1221792995929718,,,
418,Joe Ross,400,958.31,-11.174975470546242,58.5889,4.23741,1.33447,7.91268,1.91061,0.0,0.119811899960041,,188.0,90.0
419,T.J. McFarland,532,1816.98,-11.32713879883059,51.991,4.30788,1.35352,6.67315,0.0,0.0559294,0.0940525606274604,,,
420,Jonathan Cannon,213,494.02,-11.338327034688378,151.972,4.79072,1.37164,6.64657,8.99902,0.0551579,0.091332770884037,,184.0,96.0
421,Lou Trivino,697,-,-11.36477637347188,35.0755,4.2559,1.37947,8.36255,0.0,0.41481,0.1205945163965225,,,
422,Sean Reynolds,871,-,-11.369808638710651,40.0474,4.17674,1.43792,9.74179,0.0,0.102225,0.1307878419756889,,,
423,Will Warren,282,734.03,-11.374626144453956,44.7183,4.22094,1.3028,9.02582,1.10453,0.0,0.1526514366269111,,,
424,Miguel Castro,722,-,-11.376566780157995,35.4935,4.41546,1.34588,7.96522,0.0,0.646212,0.1147391051054,,,
425,Riley O'Brien,875,-,-11.378977933433328,44.1967,4.27589,1.41332,9.19329,0.0,0.0385918,0.1202311888337135,,,
426,Kyle Leahy,650,-,-11.411332020403778,51.7372,4.40918,1.35725,7.11299,0.0,0.475055,0.1010609716176986,,,
427,Germán Márquez,229,531.17,-11.424338097042538,129.371,4.84011,1.37744,7.45567,8.11583,0.0,0.1139258295297622,,,
428,Martín Pérez,246,603.01,-11.430388693174985,146.103,4.58527,1.42176,6.62149,9.53958,0.0,0.0846768096089363,,173.0,86.0
429,Jacob Misiorowski,205,475.21,-11.45235646531724,54.1059,4.53149,1.42947,9.56023,1.08503,0.0,0.1108050644397735,,,
430,Carlos Hernández,658,-,-11.541666811943015,42.0598,4.44112,1.38248,8.80174,0.0,0.209258,0.1229389831423759,,,
431,Carlos Hernández,3189,-,-11.541666811943015,42.0598,4.44112,1.38248,8.80174,0.0,0.209258,0.1229389831423759,,,
432,Alex Faedo,500,1736.08,-11.560833873468516,57.04,4.32503,1.31225,8.52038,0.656644,0.0,0.1257862970232963,,,
433,Ryan Feltner,198,465.12,-11.5665429908279,157.942,4.8635,1.39583,7.64961,9.82811,0.0,0.1123977527022361,,,91.0
434,Tim Mayza,639,-,-11.57600301529681,45.3609,4.18229,1.3986,7.01915,0.0,0.280035,0.1017209291458129,,,
435,Rafael Montero,4503,-,-11.587137358052887,42.1417,4.47064,1.38725,8.37093,0.0,1.0239,0.1164489537477493,,,
436,Slade Cecconi,334,848.53,-11.587172935971305,47.4598,4.55267,1.22855,8.2163,0.709996,0.0,0.1624799892306327,,131.0,95.0
437,Mason Englert,714,-,-11.604194581433813,36.7693,4.6114,1.31429,7.91697,0.0,0.0,0.1347303614020347,,,
438,J.T. Ginn,387,921.46,-11.61052287820716,76.5327,4.48228,1.37036,7.01384,4.16377,0.0,0.1006264016032219,,,
439,Joey Estes,248,612.64,-11.674592525282366,106.698,5.20247,1.27953,7.05673,6.41445,0.0,0.1240955293178558,,176.0,99.0
440,Prelander Berroa,265,676.86,-11.75354351792421,45.8337,4.33673,1.52004,10.0336,0.0,3.29805,0.1080882549285888,,,
441,Kyle Nicolas,622,-,-11.798161867457662,55.7134,4.32632,1.4589,9.17493,0.0,0.656698,0.1130379512906074,,,
442,Tyler Gilbert,417,1279.2,-11.86650822088673,36.9017,4.49898,1.36501,7.59464,0.0,0.464579,0.1231307759881019,,,
443,Joey Wentz,545,1838.6,-11.868024059246224,62.0487,4.54975,1.41651,8.89454,0.283112,0.202396,0.1299472227692604,,,
444,Josh Winckowski,549,1866.76,-11.884688299013856,56.2722,4.02349,1.35226,7.53164,0.110152,0.309167,0.1197863817214965,,,
445,Stephen Kolek,674,-,-11.901865892845436,40.8448,4.45372,1.39492,7.44104,0.603276,0.0,0.1111995577812194,,,
446,Emerson Hancock,271,691.68,-11.902662494326515,53.3241,4.5449,1.29115,6.45719,2.59389,0.0,0.0897863283753395,,,88.0
447,Bryce Elder,311,791.93,-11.911527359129174,52.9514,4.34703,1.36358,7.42397,2.8335,0.0,0.1086312010884285,,182.0,89.0
448,Luis Peralta,556,1912.08,-11.967164908884964,55.8671,4.40391,1.49693,10.0608,0.0,1.88112,0.128486581146717,,,
449,Shinnosuke Ogasawara,208,479.79,-11.96873796200383,70.6837,4.49222,1.3521,7.16111,2.8271,0.0,0.1093156933784484,,179.0,
450,Zach Brzykcy,514,1760.04,-11.977581328532704,49.106,4.71798,1.37034,8.9405,0.0,0.0430079,0.1286020055413246,,,
451,Chris Roycroft,720,-,-12.028575868455237,35.0397,4.23971,1.42983,8.07712,0.0,0.0,0.0998782366514206,,,
452,Gus Varland,443,1636.41,-12.090167797496344,59.2094,4.54444,1.45324,8.42234,0.0,3.08414,0.1205799356102943,,,
453,Tim Hill,416,1278.3,-12.141301194436815,58.3764,4.16763,1.39575,4.78528,0.0,0.383208,0.0566779300570488,,,
454,Tyler Alexander,435,1598.97,-12.207519744912789,51.1966,4.62329,1.25558,7.65415,0.6828,0.0,0.1491932980716228,,,100.0
455,Garrett McDaniels,568,2017.2,-12.298936991727436,40.5976,4.34558,1.43322,7.79325,0.0,0.0368646,0.1001608520746231,,,
456,Mike Vasil,466,1676.52,-12.363405296705748,36.4294,4.61429,1.37809,7.39537,0.133721,0.0,0.1065404564142227,,,
457,Graham Ashcraft,352,871.61,-12.36761252170001,52.5648,4.37333,1.33413,7.32082,1.34917,0.0,0.1154360920190811,,154.0,100.0
458,Anthony DeSclafani,520,1784.83,-12.43923575326789,50.7241,4.70853,1.33258,7.02896,3.3736,0.0,0.1225827448070049,,,
459,Victor Vodnik,290,752.18,-12.441438758179569,62.858,4.48523,1.50808,8.50754,0.0,4.61655,0.1009389162063598,,,
460,Jairo Iriarte,401,961.15,-12.4504419476277,43.0266,4.69184,1.45945,8.38135,1.60962,0.0,0.0965305119752883,,,
461,Angel Chivilli,543,1835.39,-12.479486277127256,52.584,4.70204,1.40636,8.20977,0.0,0.936206,0.1239833235740661,,,
462,Jack Kochanowicz,277,708.43,-12.480835279455782,91.9334,4.68067,1.36007,5.3182,5.85316,0.0,0.0763262584805488,,172.0,97.0
463,Jordan Wicks,338,850.6,-12.502598884521962,46.1366,4.42959,1.35219,7.97837,1.79297,0.0,0.1217450499534607,,180.0,102.0
464,Yosver Zulueta,842,-,-12.582096506450211,39.3368,4.37959,1.4809,9.01267,0.0,0.0,0.1094782277941703,,,
465,Keider Montero,254,644.85,-12.635543401968564,41.8076,4.473,1.33029,7.68923,1.63239,0.0,0.118171289563179,,160.0,95.0
466,Lake Bachar,858,-,-12.642231788057796,48.4969,4.59967,1.42951,8.49912,0.0,0.045258,0.1184619143605232,,,
467,George Soriano,696,-,-12.643208952485756,40.4895,4.77102,1.40539,8.66817,0.0,0.273736,0.1191453412175178,,,
468,Randy Vásquez,324,828.59,-12.6680596138053,78.1617,4.59541,1.3842,6.75041,3.97165,0.0,0.0951435565948486,,124.0,102.0
469,Tyler Zuber,829,-,-12.694005888803488,37.7384,4.80118,1.40746,8.99296,0.0,0.0487158,0.1188812777400016,,,
470,Ian Anderson,240,588.97,-12.721636559668248,76.2099,4.48264,1.43853,7.65723,4.22756,0.0,0.0941405966877937,,,
471,Trevor Rogers,227,520.05,-12.756771724782782,52.1845,4.4663,1.38632,7.70333,2.38996,0.0,0.1091280579566955,,190.0,92.0
472,Jack Leiter,210,489.82,-12.794925439161398,95.6762,4.95692,1.39041,9.14034,4.64737,0.0,0.1295189410448074,,115.0,103.0
473,Chase Dollander,241,591.1,-12.937316892100808,86.16,4.89857,1.41662,8.52222,5.73138,0.0,0.1211466789245605,,,
474,Bryce Jarvis,669,-,-13.005579016302924,48.1041,4.27881,1.47011,6.57551,0.0,0.0317751,0.0508763566613197,,,
475,Triston McKenzie,206,475.64,-13.066980306401852,89.2277,4.78754,1.42745,8.41039,5.14548,0.0,0.0989993289113044,,150.0,91.0
476,Bryse Wilson,327,831.97,-13.10584383498595,90.8539,4.78807,1.34991,6.7125,3.30333,0.191727,0.1038563102483749,,156.0,96.0
477,Chris Stratton,602,2190.6,-13.112599671458746,55.4219,4.68023,1.43493,7.50925,0.0,1.12056,0.0877714604139328,,,
478,Jordan Leasure,391,933.21,-13.115360858938176,48.7425,4.93931,1.4405,8.55299,0.0,2.36591,0.1054858565330505,,,
479,Caden Dana,234,559.81,-13.24506113258468,62.0196,4.9765,1.35082,7.64159,3.53798,0.0,0.1102826669812202,,,
480,Cooper Criswell,442,1633.98,-13.266867618084271,35.026,4.39907,1.32994,7.03981,0.832869,0.0,0.115699753165245,,151.0,96.0
481,Jake Bird,626,-,-13.46716323501972,42.8785,4.67329,1.4769,7.74485,0.0,0.725223,0.0970256179571151,,,
482,Anthony Veneziano,884,-,-13.520190124795578,49.6436,4.51585,1.49526,8.02319,0.0,0.053207,0.1077957227826118,,,
483,Tanner Rainey,655,-,-13.753492434602382,40.1297,4.89396,1.47133,8.07596,0.0,0.707921,0.0890873596072197,,,
484,Jake Bloss,332,840.87,-13.77334469064869,41.4764,4.77524,1.37568,7.56375,1.97697,0.0,0.1062621474266052,,,
485,Eduardo Salazar,734,-,-13.817815481114357,50.1753,4.38144,1.51545,7.01084,0.0,0.0251889,0.0826705172657966,,,
486,Jared Shuster,523,1796.04,-13.951933284481212,55.9302,4.79314,1.4358,6.7566,0.142736,0.315597,0.0751620009541511,,,
487,Mason Black,470,1683.45,-13.98908808946888,47.439,4.71041,1.39477,8.15406,1.35189,0.0,0.1212461069226265,,164.0,98.0
488,Joe Boyle,266,681.19,-14.020885434011094,48.4213,4.49001,1.48162,10.6653,0.708527,0.0,0.1107496470212936,,142.0,106.0
489,Valente Bellozo,302,784.87,-14.021788110391896,59.0517,4.70597,1.39064,6.52442,2.48707,0.0,0.0906176939606666,,,87.0
490,Hogan Harris,552,1880.05,-14.11820260113076,48.473,4.45587,1.41545,8.17106,0.280365,0.0,0.0980041772127151,,,95.0
491,Ross Stripling,604,-,-14.182661690652084,35.1669,4.77886,1.33635,6.30925,1.04005,0.0,0.1099923104047775,,,87.0
492,Alex Wood,590,2147.6,-14.3349435355498,53.5407,4.7708,1.42507,7.27247,2.61475,0.0,0.0971473604440689,,,90.0
493,Jeff Criswell,828,-,-14.359554641771044,45.6537,4.80536,1.54783,9.67319,0.0,0.0,0.140086255967617,,,
494,Taijuan Walker,366,886.87,-14.46637595503485,60.9373,4.84111,1.38679,6.73437,2.27206,0.0,0.0886750221252441,,,90.0
495,Kyle Hendricks,273,694.45,-14.48937198949008,115.859,5.04,1.377,6.25939,6.56149,0.0,0.0940677002072334,,,87.0
496,Cole Irvin,452,1654.64,-14.519620233603902,49.4366,4.85698,1.35835,6.39898,1.24075,0.258427,0.1032545529305934,,,94.0
497,Cal Quantrill,231,539.48,-14.778417619650227,129.804,4.8551,1.43995,6.59377,7.99958,0.0,0.0785559341311454,,,85.0
498,Lucas Gilbreath,792,-,-15.059689302760678,45.6708,5.01019,1.52348,8.25666,0.0,0.0,0.0917334780097007,,,
499,Justin Lawrence,547,1859.43,-15.253984170204545,62.807,4.89945,1.52917,8.0429,0.0,1.95742,0.0880440771579742,,,
500,Patrick Corbin,270,690.54,-15.473704322641948,86.6094,5.04255,1.43735,6.87275,5.29185,0.0,0.102806344628334,,,94.0
501,Adam Mazur,440,1627.2,-15.487641897579756,39.3957,5.23316,1.4207,6.86963,2.05359,0.0,0.0972259491682052,,,
502,Adrian Houser,493,1728,-15.54913329679199,35.9911,4.86004,1.44251,6.05299,0.932812,0.121271,0.0676611214876174,,189.0,89.0
503,Carson Spiers,644,-,-15.747986428957482,49.9257,5.01981,1.42766,7.96763,0.710558,0.043167,0.1235347762703895,,,94.0
504,Kyle Freeland,226,518.15,-15.914094852017644,150.378,5.10144,1.41709,6.49031,9.53062,0.0,0.1017898172140121,,,88.0
505,Austin Gomber,197,464.8,-16.448227561936534,159.107,5.18926,1.40292,6.34229,9.82757,0.0,0.0978415831923484,,,93.0
506,Kyle Muller,610,-,-16.50029103333187,38.4817,5.67236,1.52195,6.96522,0.0,0.0,0.0927696377038955,,,
507,Adam Oller,796,-,-19.04591751793661,35.4067,5.97149,1.57204,7.05163,0.649555,0.0,0.0629863142967224,,,94.0
508,Antonio Senzatela,579,2070.7,-19.241678144356875,110.848,5.19763,1.47108,5.85608,5.54117,0.0,0.0782708004117012,,,
509,Nick Nastrini,499,1734.64,-20.146300101307943,61.4027,5.68556,1.55641,7.73746,2.04148,0.0,0.0581036508083343,,,93.0
