ID,Player,Team,Position,RkOv,Status,Age,Opponent,Score,%D,ADP,Ros,IP,QS,SV,HLD,K,ERA,WHIP,GP
*04aoz*,Joan Martinez,BOS,RP,8020,FA,28,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05rgd*,Jordi Martinez,(N/A),RP,8022,FA,24,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05r3h*,Jose Martinez,(N/A),SP,8024,FA,25,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04rnl*,Marcelo Martinez,(N/A),SP,8029,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*061a5*,Maximo Martinez,CHW,SP,8031,FA,20,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qyf*,Michael Martinez,MIN,RP,8032,FA,25,@STL Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*041r3*,Nolan Martinez,NYY,"SP,RP",8034,FA,26,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0664m*,Quinton Martinez,LAA,SP,8038,FA,26,@CHW Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04n0g*,Raidel Martinez,(N/A),SP,8039,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r16*,Randol Martinez,PIT,SP,8040,FA,17,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qtd*,Robinson Martinez,BAL,RP,8043,FA,26,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03mon*,Rodolfo Martinez,BAL,SP,8044,FA,30,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qk7*,Xavier Martinez,CLE,SP,8047,FA,22,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06giu*,Luis Martinez-Gomez,CHC,SP,8052,FA,21,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0518i*,Jordan Martinson,NYM,"SP,RP",8054,FA,27,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06h1u*,Jack Maruskin,BAL,SP,8061,FA,25,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04zol*,James Marvel,(N/A),SP,8062,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03122*,Trey Masek,CHC,"SP,RP",8065,FA,33,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*041xh*,Ryan Mason,(N/A),"SP,RP",8066,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ao9*,Alex Massey,KC,RP,8067,FA,32,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0648t*,J.P. Massey,PIT,SP,8068,FA,24,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06dn0*,Michael Massey,DET,SP,8070,FA,21,@LAD Thu 4:10PM,0,0%,-,3%,0,0,0,0,0,0,0,0
*02nde*,Andrew Massie,NYM,"SP,RP",8071,FA,31,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*01uoj*,Chris Masters,ATL,SP,8074,FA,37,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0424k*,Alex Mateo,MIA,"SP,RP",8078,FA,31,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06bj0*,Carlos Mateo,KC,SP,8080,FA,21,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ics*,Carlos Mateo,PIT,SP,8081,FA,19,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05y0l*,Juan Mateo,(N/A),RP,8084,FA,32,,0,0%,-,0%,0,0,0,0,0,0,0,0
*02nei*,Luis Mateo,NYM,SP,8087,FA,34,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05uua*,Oliver Mateo,PIT,RP,8088,FA,27,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qsy*,Ryan Mathiesen,HOU,RP,8095,FA,21,NYM Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06akq*,David Matoma,PIT,RP,8103,FA,19,@MIA Thu 1:10PM,0,0%,-,4%,0,0,0,0,0,0,0,0
*0669u*,Jacob Maton,(N/A),SP,8104,FA,25,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06k87*,Erick Matos,ATH,SP,8106,FA,18,@SEA Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qu2*,Sean Matson,CLE,SP,8111,FA,22,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06kto*,Shinya Matsuyama,(N/A),SP,8113,FA,24,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06giq*,Case Matter,TEX,SP,8116,FA,23,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0516a*,John Matthews,(N/A),RP,8118,FA,27,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05oh8*,Zack Matthews,(N/A),RP,8120,FA,26,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06l3j*,Connor Mattison,(N/A),SP,8121,FA,20,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05xom*,Tyler Mattison,DET,RP,8122,FA,25,@LAD Thu 4:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*03c8b*,Michael Matuella,(N/A),"SP,RP",8123,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q1v*,Joey Matulovich,MIL,"SP,RP",8124,FA,27,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ahc*,Alex Mauricio,NYY,RP,8125,FA,28,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*062q0*,Brycen Mautz,STL,SP,8127,FA,23,MIN Thu 1:15PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*06mwh*,Aiden May,MIA,SP,8128,FA,21,PIT Thu 1:10PM,0,0%,-,3%,0,0,0,0,0,0,0,0
*01s9a*,Trevor May,ATH,RP,8131,FA,35,@SEA Thu 7:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*059c2*,Seth Mayberry,SD,RP,8132,FA,24,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dth*,Whit Mayberry,DET,"SP,RP",8133,FA,34,@LAD Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qra*,Bryce Mayer,HOU,SP,8136,FA,23,NYM Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0514a*,Gunner Mayer,PHI,"SP,RP",8137,FA,24,@WSH Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06c5n*,Jacob Mayers,(N/A),SP,8138,FA,20,,0,0%,-,0%,0,0,0,0,0,0,0,0
*0316b*,Mike Mayers,(N/A),RP,8139,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06lp4*,Kash Mayfield,SD,SP,8141,FA,20,ATL Thu 1:10PM,0,0%,-,35%,0,0,0,0,0,0,0,0
*0664l*,C.J. Mayhue,LAA,SP,8142,FA,24,@CHW Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04prr*,Yomil Maysonet,CIN,"SP,RP",8144,FA,25,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051z4*,Chris Mazza,(N/A),RP,8147,FA,35,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qky*,Niko Mazza,SF,SP,8148,FA,23,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02n5g*,Sean McAdams,BAL,"SP,RP",8149,FA,31,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0484c*,Brian McAfee,TB,RP,8151,FA,32,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q6p*,Will McAffer,TOR,"SP,RP",8153,FA,27,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*01sfu*,Zach McAllister,(N/A),RP,8154,FA,37,,0,0%,-,0%,0,0,0,0,0,0,0,0
*0512h*,Michael McAvene,CHC,"SP,RP",8155,FA,27,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dbh*,Kevin McAvoy,BOS,"SP,RP",8156,FA,31,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*026ta*,Jeremy McBryde,LAA,SP,8158,FA,37,@CHW Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04cms*,Shane McCain,TEX,RP,8162,FA,33,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05lb8*,Zach McCambley,MIA,"SP,RP",8165,FA,25,PIT Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*02nc1*,Kevin McCanna,HOU,"SP,RP",8166,FA,31,NYM Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*031ek*,Kevin McCarthy,(N/A),RP,8170,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*02c0s*,Michael McCarthy,BOS,"SP,RP",8171,FA,37,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04eq7*,Shane McCarthy,CLE,"SP,RP",8172,FA,28,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05y5h*,DJ McCarty,TEX,SP,8174,FA,22,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ei9*,Kirk McCarty,(N/A),RP,8175,FA,29,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04pxj*,Riley McCauley,CHC,"SP,RP",8177,FA,28,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02hui*,Lance McClain,BOS,"SP,RP",8178,FA,37,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*041xt*,Reggie McClain,NYY,RP,8179,FA,32,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qs4*,Jackson McClelland,(N/A),SP,8182,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06hj4*,Zac McCleve,(N/A),RP,8184,FA,24,,0,0%,-,0%,0,0,0,0,0,0,0,0
*068vt*,Tommy McCollum,PHI,SP,8189,FA,25,@WSH Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06av8*,Kyle McCoy,(N/A),SP,8192,FA,20,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06655*,Brody McCullough,CHC,SP,8196,FA,24,@ARI Thu 7:10PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*0662x*,Connor McCullough,CHW,SP,8197,FA,25,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03deb*,Mason McCullough,ARI,"SP,RP",8198,FA,32,CHC Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02hal*,Nick McCully,STL,"SP,RP",8200,FA,36,MIN Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03du9*,Brendan McCurry,(N/A),SP,8201,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qin*,Charlie McDaniel,(N/A),SP,8204,FA,23,,0,0%,-,0%,0,0,0,0,0,0,0,0
*0662w*,Drew McDaniel,CHW,SP,8205,FA,24,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051bw*,Cole McDonald,HOU,RP,8208,FA,27,NYM Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06gj2*,LJ McDonough,ATL,SP,8209,FA,24,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05xpj*,Tanner McDougal,CHW,SP,8211,FA,21,LAA Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*02hj1*,Ken McDowall,NYM,"SP,RP",8212,FA,34,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05zy8*,Chris McElvain,TOR,SP,8217,FA,24,BAL Thu 12:07PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06ieu*,Ethan McElvain,(N/A),SP,8218,FA,20,,0,0%,-,1%,0,0,0,0,0,0,0,0
*03qwf*,Parker McFadden,BAL,"SP,RP",8220,FA,27,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03yw0*,Blake McFarland,TOR,RP,8221,FA,37,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051jg*,Alex McFarlane,PHI,SP,8224,FA,23,@WSH Thu 1:05PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*04env*,Aaron McGarity,CHW,RP,8225,FA,30,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05uni*,Griff McGarry,PHI,RP,8226,FA,25,@WSH Thu 1:05PM,0,0%,-,10%,0,0,0,0,0,0,0,0
*03qn4*,Seth McGarry,(N/A),"SP,RP",8227,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*01sf1*,Jack McGeary,WSH,SP,8229,FA,35,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*041rp*,Easton McGee,MIL,"SP,RP",8232,FA,27,@NYY Thu 12:05PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*041tr*,Austin McGeorge,NYM,"SP,RP",8234,FA,30,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051ip*,Trey McGough,CHW,RP,8237,FA,26,LAA Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*05y68*,Bryce McGowan,COL,RP,8238,FA,4,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05xpu*,Christian McGowan,PHI,SP,8239,FA,24,@WSH Thu 1:05PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*0317w*,Kevin McGowan,(N/A),RP,8240,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*031be*,Kyle McGowin,(N/A),SP,8241,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*02i2f*,Dan McGrath,(N/A),SP,8242,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*040y0*,Kyle McGrath,(N/A),RP,8243,FA,32,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05yiv*,Teddy McGraw,SEA,SP,8244,FA,23,ATH Thu 7:10PM,0,0%,-,5%,0,0,0,0,0,0,0,0
*05t9w*,Brendan McGuigan,SEA,RP,8246,FA,29,ATH Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qpj*,Logan McGuire,CLE,SP,8247,FA,22,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05zdb*,Mason McGwire,CHC,SP,8249,FA,21,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02hy2*,Collin McHugh,(N/A),RP,8252,FA,37,,0,0%,-,1%,0,0,0,0,0,0,0,0
*03qwb*,Thomas McIlraith,NYM,"SP,RP",8253,FA,31,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qkf*,Colton McIntosh,CHW,SP,8256,FA,24,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q4i*,Aiden McIntyre,(N/A),"SP,RP",8258,FA,29,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05u3n*,Andrew McInvale,MIA,SP,8261,FA,28,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04afi*,Brendan McKay,TB,SP,8262,FA,29,,0,0%,-,6%,0,0,0,0,0,0,0,0
*041y4*,David McKay,ATH,RP,8263,FA,29,@SEA Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qpn*,Ryan McKay,MIA,"SP,RP",8264,FA,28,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04pz8*,Tyler McKay,(N/A),RP,8265,FA,27,,0,0%,-,0%,0,0,0,0,0,0,0,0
*065no*,Cooper McKeehan,(N/A),SP,8266,FA,23,,0,0%,-,0%,0,0,0,0,0,0,0,0
*0516m*,Evan McKendry,MIL,"SP,RP",8268,FA,27,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0375t*,Brett McKinney,PIT,"SP,RP",8273,FA,34,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04247*,Mitch McKown,TOR,"SP,RP",8275,FA,28,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0515y*,Griffin McLarty,BAL,"SP,RP",8279,FA,26,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0657a*,Mark McLaughlin,CHW,SP,8282,FA,24,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qv7*,Sean McLaughlin,LAA,SP,8284,FA,30,@CHW Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06aqj*,Trey McLoughlin,NYM,RP,8285,FA,25,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0422o*,Pearson McMahan,COL,"SP,RP",8287,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04z5r*,Chris McMahon,COL,"SP,RP",8288,FA,26,,0,0%,-,2%,0,0,0,0,0,0,0,0
*05170*,Hunter McMahon,MIN,"SP,RP",8289,FA,26,@STL Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qza*,James McMahon,COL,"SP,RP",8290,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06hw8*,Garrett McMillan,PIT,SP,8291,FA,24,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02bsp*,Kyle McMyne,CIN,"SP,RP",8292,FA,35,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03yvb*,Dillon McNamara,NYY,RP,8294,FA,33,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051cq*,Shaine McNeely,NYY,"SP,RP",8295,FA,26,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02mxm*,Ryan McNeil,CHC,"SP,RP",8296,FA,31,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*068jh*,Luke McNeillie,(N/A),SP,8297,FA,19,,0,0%,-,0%,0,0,0,0,0,0,0,0
*025fr*,Kyle McPherson,TB,SP,8300,FA,37,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dih*,Alex McRae,(N/A),RP,8302,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qtg*,Matt McShane,BOS,RP,8304,FA,22,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051cu*,Morgan McSweeney,(N/A),RP,8305,FA,27,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dgk*,Sam McWilliams,MIL,RP,8307,FA,29,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ek2*,Xavier Meachem,MIA,RP,8309,FA,22,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02hk6*,Aaron Meade,LAA,"SP,RP",8310,FA,36,@CHW Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06498*,Jacob Meador,LAD,SP,8311,FA,24,DET Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06mnf*,Bryce Meccage,MIL,SP,8316,FA,18,@NYY Thu 12:05PM,0,0%,-,10%,0,0,0,0,0,0,0,0
*05mrh*,Kade Mechals,CHW,"SP,RP",8317,FA,27,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*030xe*,Yoel Mecias,PHI,SP,8318,FA,31,@WSH Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qnp*,Alexander Meckley,WSH,SP,8319,FA,21,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051f7*,Deacon Medders,SD,"SP,RP",8320,FA,28,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03d6l*,Kodi Medeiros,(N/A),SP,8321,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06kvq*,Amilcar Medina,ATH,SP,8323,FA,20,@SEA Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0527d*,Brayan Medina,MIN,RP,8324,FA,22,@STL Thu 1:15PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*05zjt*,Danny Medina,CLE,RP,8325,FA,22,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05xzc*,Fredy Medina,(N/A),SP,8329,FA,27,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qk0*,Javier Medina,COL,"SP,RP",8330,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06c38*,Jhon Medina,COL,SP,8331,FA,19,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03azv*,Jhondaniel Medina,PIT,RP,8332,FA,32,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r7t*,Johandi Medina,TOR,SP,8333,FA,17,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06mia*,Juan Medina,BOS,SP,8335,FA,18,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03zlf*,Luis Medina,ATH,SP,8336,FA,25,@SEA Thu 7:10PM,0,0%,-,11%,0,0,0,0,0,0,0,0
*063u5*,Manuel Medina,BOS,RP,8338,FA,22,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*061zd*,Nomar Medina,SF,SP,8340,FA,22,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06mmz*,Roberto Medina,TB,SP,8344,FA,20,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r0i*,Ruben Medina,TEX,SP,8345,FA,0,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04dak*,Elieser Medrano,TOR,RP,8347,FA,26,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05iyr*,Lesther Medrano,LAD,RP,8350,FA,22,DET Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04pkw*,Miguel Medrano,CIN,RP,8351,FA,27,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*039vy*,Ronald Medrano,STL,SP,8352,FA,29,MIN Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05upb*,James Meeker,(N/A),RP,8353,FA,29,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05yng*,Justin Meis,PIT,SP,8356,FA,25,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qpx*,Ryan Meisinger,CIN,RP,8357,FA,30,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0316e*,Casey Meisner,ATH,SP,8358,FA,29,@SEA Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*029r4*,Adalberto Mejia,(N/A),RP,8359,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03mmn*,Dilmer Mejia,ATL,SP,8363,FA,27,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05vy7*,Domingo Mejia,MIL,SP,8364,FA,23,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05w9d*,Enmanuel Mejia,PHI,RP,8365,FA,26,@WSH Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06jfn*,Esteban Mejia,BAL,SP,8367,FA,18,@TOR Thu 12:07PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*061rm*,Hernando Mejia,(N/A),SP,8370,FA,24,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03ytp*,Humberto Mejia,NYM,SP,8371,FA,28,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06585*,Ian Mejia,ATL,SP,8372,FA,25,@SD Thu 1:10PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*04o64*,J.C. Mejia,(N/A),RP,8373,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06rot*,Jose Mejia,KC,RP,8376,FA,18,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*060o9*,Juan Mejia,COL,RP,8377,FA,24,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ktl*,Samuel Mejia,ATL,RP,8379,FA,22,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06fi0*,Sandy Mejia,HOU,SP,8380,FA,21,NYM Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*05xzy*,Alvaro Mejias,(N/A),SP,8381,FA,21,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04n1a*,Angel Mejias,CHC,RP,8382,FA,31,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06aws*,Christian Mejias,MIL,SP,8383,FA,25,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0664j*,Jhofez Mejias,MIL,RP,8384,FA,21,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06lfw*,Ubert Mejias,SF,SP,8388,FA,23,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*041vi*,Dakota Mekkes,CHC,RP,8389,FA,30,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04nkc*,Alejandro Melean,TOR,RP,8390,FA,24,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06rht*,Anderson Melendez,DET,RP,8392,FA,22,@LAD Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06pfl*,Cristofer Melendez,PIT,RP,8393,FA,27,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05t5w*,Jaime Melendez,HOU,"SP,RP",8395,FA,23,NYM Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06r1t*,Oscar Melgarejo,CLE,SP,8397,FA,19,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02zbr*,Keury Mella,(N/A),RP,8398,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*051b1*,Sean Mellen,LAD,"SP,RP",8400,FA,27,DET Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*021u2*,Carlos Melo,TEX,SP,8401,FA,34,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03bu9*,Kendry Melo,SF,SP,8403,FA,31,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02mx3*,Mason Melotakis,MIN,"SP,RP",8405,FA,33,@STL Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05uc4*,Troy Melton,DET,SP,8406,FA,24,@LAD Thu 4:10PM,0,0%,-,10%,0,0,0,0,0,0,0,0
*01sds*,Tim Melville,(N/A),SP,8407,FA,35,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06l51*,Bryan Mena,COL,SP,8408,FA,20,,0,0%,-,0%,0,0,0,0,0,0,0,0
