ID,Player,Team,Position,RkOv,Status,Age,Opponent,Score,%D,ADP,Ros,IP,QS,SV,HLD,K,ERA,WHIP,GP
*06htt*,Ryan Lobus,TEX,"SP,RP",7570,FA,24,BOS Thu 1:05PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*0512g*,Tony Locey,TB,"SP,RP",7572,FA,26,,0,0%,-,1%,0,0,0,0,0,0,0,0
*02mys*,Walker Lockett,(N/A),RP,7573,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qte*,Fulton Lockhart,LAA,RP,7575,FA,21,@CHW Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05yeu*,Lael Lockhart,DET,SP,7576,FA,27,@LAD Thu 4:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*0518f*,Nicholas Lockhart,TEX,"SP,RP",7577,FA,24,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05y02*,Brett Lockwood,(N/A),RP,7578,FA,27,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q25*,Conner Loepich,PIT,"SP,RP",7581,FA,27,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06h91*,Justin Loer,(N/A),RP,7582,FA,22,,0,0%,-,0%,0,0,0,0,0,0,0,0
*066fm*,Joshua Loeschorn,PIT,SP,7583,FA,24,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05r5g*,Carter Loewen,SD,RP,7584,FA,26,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*067yg*,Bradley Loftin,(N/A),SP,7585,FA,21,,0,0%,-,0%,0,0,0,0,0,0,0,0
*02n50*,Blake Logan,MIA,"SP,RP",7587,FA,33,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0665s*,Carter Lohman,LAD,SP,7590,FA,25,DET Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*023f4*,Matt Lollis,SD,SP,7593,FA,34,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05ubm*,Dylan Lonergan,(N/A),SP,7597,FA,20,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qjt*,Grayson Long,(N/A),SP,7600,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06fqm*,Justin Long,ATL,SP,7603,FA,23,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qsy*,Nolan Long,(N/A),RP,7604,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06bxl*,Ryan Long,BAL,"SP,RP",7605,FA,25,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qir*,Trevor Long,SEA,SP,7606,FA,23,ATH Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*067x2*,Darcy Longstaff,CIN,RP,7609,FA,21,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04er0*,Seth Lonsway,SF,SP,7611,FA,26,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qrc*,Eric Loomis,TEX,SP,7612,FA,22,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*066ji*,Jimmy Loper,NYM,SP,7613,FA,25,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06rp7*,Carlos Lopez,CLE,RP,7620,FA,18,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r1q*,Celso Lopez,(N/A),RP,7621,FA,20,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06akd*,Christian Lopez,CIN,SP,7623,FA,18,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05yg7*,Diomar Lopez,CIN,RP,7626,FA,28,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02yhm*,Eduar Lopez,LAA,SP,7627,FA,30,@CHW Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0310x*,Frank Lopez,TEX,SP,7631,FA,31,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04p3z*,Frank D' Jesus Lopez,(N/A),SP,7632,FA,23,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r2y*,Jesus Lopez,TEX,"SP,RP",7637,FA,17,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0614f*,Jose Lopez,TB,RP,7640,FA,26,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06mdn*,Jose Lopez,LAD,SP,7641,FA,19,DET Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06rld*,Jose Lopez,NYM,RP,7642,FA,20,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06rlc*,Josue Lopez,CIN,RP,7643,FA,23,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05j98*,Juan Lopez,HOU,RP,7644,FA,26,NYM Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06pfc*,Leandro Lopez,TEX,SP,7646,FA,22,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03bql*,Omarlin Lopez,TEX,SP,7648,FA,31,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03ar2*,Reinaldo Lopez,TB,SP,7649,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*066mc*,Reiner Lopez,STL,SP,7650,FA,18,MIN Thu 1:15PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*01srx*,Robinson Lopez,CHC,SP,7653,FA,34,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03mk3*,Yoan Lopez,(N/A),RP,7654,FA,32,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06l4z*,Nestor Lorant,CIN,"SP,RP",7658,FA,22,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ca0*,Kiefer Lord,BAL,RP,7660,FA,22,@TOR Thu 12:07PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*01sey*,Brett Lorin,ARI,SP,7664,FA,37,CHC Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q0b*,Barrett Loseke,NYY,"SP,RP",7666,FA,28,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*01shd*,Kyle Lotzkar,CIN,SP,7668,FA,35,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051ac*,Blake Loubier,BOS,"SP,RP",7669,FA,24,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02han*,Aaron Loup,(N/A),RP,7670,FA,37,,0,0%,-,1%,0,0,0,0,0,0,0,0
*04ev2*,Jackson Lourie,ATL,"SP,RP",7671,FA,30,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05uo3*,Austin Love,STL,SP,7672,FA,26,MIN Thu 1:15PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*05y4o*,Quinton Low,MIL,SP,7674,FA,22,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0665w*,Collin Lowe,MIA,RP,7675,FA,26,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06586*,Isaiah Lowe,SD,SP,7676,FA,21,ATL Thu 1:10PM,0,0%,-,3%,0,0,0,0,0,0,0,0
*031bd*,Thaddius Lowry,CHW,"SP,RP",7678,FA,30,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ef9*,Zac Lowther,(N/A),SP,7679,FA,28,,0,0%,-,1%,0,0,0,0,0,0,0,0
*06heu*,Hunter Loyd,PHI,SP,7680,FA,24,@WSH Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03do6*,Trevor Lubking,TB,"SP,RP",7683,FA,32,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04n0d*,Elvis Luciano,TOR,"SP,RP",7685,FA,25,BAL Thu 12:07PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06l52*,Ismael Luciano,COL,SP,7686,FA,22,,0,0%,-,0%,0,0,0,0,0,0,0,0
*066qh*,Jordy Luciano,(N/A),SP,7688,FA,23,,0,0%,-,0%,0,0,0,0,0,0,0,0
*065v7*,Kyle Luckham,WSH,SP,7691,FA,25,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qvx*,David Lucroy,MIL,"SP,RP",7693,FA,32,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*021sx*,Lucas Luetge,(N/A),RP,7695,FA,37,,0,0%,-,0%,0,0,0,0,0,0,0,0
*02yn5*,Luis Lugo,(N/A),SP,7703,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04n0h*,Moises Lugo,(N/A),RP,7704,FA,26,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06akj*,Wilmer Lugo,NYM,SP,7706,FA,19,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05xzf*,Hector Lujan,(N/A),RP,7712,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03yv5*,Matthew Lujan,SF,SP,7713,FA,36,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05yfn*,Gil Luna Jr.,CHW,SP,7715,FA,25,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qp5*,Alex Luna,KC,"SP,RP",7717,FA,32,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05t6o*,Carlos Luna,MIL,SP,7718,FA,28,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06njt*,Esteban Luna,BAL,SP,7719,FA,18,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06cmo*,Jorge Luna,NYY,SP,7720,FA,20,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ma5*,Darrel Lunar,WSH,RP,7722,FA,19,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05185*,Connor Lunn,STL,"SP,RP",7725,FA,26,MIN Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qr2*,Wyatt Lunsford-Shenkman,SEA,RP,7726,FA,21,ATH Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02bxn*,Scott Lyman,MIA,"SP,RP",7730,FA,34,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*066f2*,John Lynch,(N/A),SP,7731,FA,23,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04etj*,Jake Lyons,BAL,"SP,RP",7733,FA,26,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*066le*,Jared Lyons,CIN,SP,7734,FA,24,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02haz*,Tyler Lyons,NYY,RP,7735,FA,37,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0657c*,Will Mabrey,ARI,SP,7739,FA,24,CHC Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ely*,Tommy Mace,CLE,SP,7750,FA,26,@KC Thu 1:10PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*03wnz*,Ryley MacEachern,MIA,RP,7743,FA,30,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*041qc*,Travis MacGregor,TEX,RP,7744,FA,27,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04km8*,Andres Machado,(N/A),RP,7753,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04yb9*,Joel Machado,CHC,SP,7759,FA,23,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04pz2*,Chris Machamer,BOS,"SP,RP",7762,FA,27,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05uai*,Irving Machuca,(N/A),RP,7764,FA,24,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04puv*,Josh Maciejewski,MIL,RP,7767,FA,29,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06c7v*,Bernard Mack,STL,SP,7768,FA,19,MIN Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0515q*,Adam Macko,TOR,SP,7774,FA,24,BAL Thu 12:07PM,0,0%,-,7%,0,0,0,0,0,0,0,0
*05mrk*,Dylan MacLean,TEX,"SP,RP",7747,FA,22,BOS Thu 1:05PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*05rek*,Christian MacLeod,MIN,SP,7748,FA,24,@STL Thu 1:15PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*04b21*,Angel Macuare,MIN,RP,7775,FA,25,@STL Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05ym9*,Jake Madden,COL,SP,7777,FA,23,,0,0%,-,1%,0,0,0,0,0,0,0,0
*06bpu*,Emannoel Madeira,CHC,SP,7781,FA,18,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03lsh*,Luis Madero,(N/A),"SP,RP",7782,FA,27,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ptu*,Ben Madison,SF,"SP,RP",7784,FA,27,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0647s*,Luis Madrazo,SD,RP,7785,FA,27,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02n0w*,Jose Roman Madrid,SD,RP,7786,FA,34,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05y4z*,Ty Madrigal,(N/A),RP,7788,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qk9*,Justin Maese,ATL,SP,7791,FA,28,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06pmw*,Bryan Magdaleno,TEX,SP,7793,FA,24,BOS Thu 1:05PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06qsg*,Ryan Magdic,ATH,SP,7794,FA,24,@SEA Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04pu0*,Kevin Magee,BAL,"SP,RP",7797,FA,29,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0318g*,Johnny Magliozzi,NYM,"SP,RP",7800,FA,33,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02h90*,Damien Magnifico,(N/A),RP,7801,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*051bg*,Andrew Magno,DET,RP,7802,FA,26,@LAD Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dow*,Greg Mahle,(N/A),RP,7805,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06dq6*,Jack Mahoney,COL,SP,7806,FA,23,,0,0%,-,1%,0,0,0,0,0,0,0,0
*05xu6*,Adam Maier,ATL,SP,7808,FA,23,@SD Thu 1:10PM,0,0%,-,3%,0,0,0,0,0,0,0,0
*06nm0*,Aidan Major,CLE,SP,7811,FA,21,@KC Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06hub*,Alex Makarewich,LAD,SP,7813,FA,23,DET Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*060oi*,Chance Mako,(N/A),SP,7816,FA,20,,0,0%,-,0%,0,0,0,0,0,0,0,0
*066l8*,Aidan Maldonado,MIL,RP,7818,FA,24,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05oz9*,Andy Maldonado,(N/A),RP,7819,FA,22,,0,0%,-,0%,0,0,0,0,0,0,0,0
*0620s*,Gerelmi Maldonado,SF,SP,7821,FA,21,@CIN Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*0603j*,Nick Maldonado,MIA,RP,7822,FA,24,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04806*,Kevin Malisheski,LAD,RP,7824,FA,27,DET Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06hyx*,Dalton Mall,(N/A),SP,7825,FA,25,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dny*,Chase Mallard,TOR,"SP,RP",7826,FA,33,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qij*,Josh Mallitz,SD,SP,7828,FA,23,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04y7b*,Brennan Malone,PIT,SP,7831,FA,24,@MIA Thu 1:10PM,0,0%,-,4%,0,0,0,0,0,0,0,0
*06h00*,Rorik Maltrud,CLE,SP,7834,FA,24,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03r0a*,Evan Manarino,ATH,"SP,RP",7836,FA,32,@SEA Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04el9*,Alex Manasa,PIT,"SP,RP",7837,FA,27,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*066jq*,Joey Mancini,HOU,"SP,RP",7838,FA,24,NYM Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06gic*,Mark Manfredi,MIL,SP,7840,FA,24,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qp0*,Thomas Mangus,CHC,SP,7842,FA,21,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06hx0*,Hunter Mann,COL,SP,7844,FA,23,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05jq4*,Timmy Manning,SF,RP,7847,FA,23,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dn7*,Erik Manoah,(N/A),SP,7848,FA,29,,0,0%,-,0%,0,0,0,0,0,0,0,0
*061tc*,Maiker Manzanillo,(N/A),RP,7854,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*02iyc*,Santo Manzanillo,MIL,RP,7855,FA,36,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ky4*,Marco Manzano,NYY,SP,7856,FA,21,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05uwh*,Mikell Manzano,(N/A),RP,7857,FA,22,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r50*,Anyel Manzueta,WSH,SP,7858,FA,18,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04oda*,Tyler Mapes,WSH,SP,7860,FA,33,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02c0t*,Dillon Maples,(N/A),RP,7861,FA,32,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06mw5*,Luis Maracara,SD,SP,7862,FA,17,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*060oh*,Carlos Marcano,DET,RP,7863,FA,21,@LAD Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04mmo*,David Marcano,(N/A),"SP,RP",7864,FA,23,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06aka*,Jose Marcano,ATL,RP,7865,FA,20,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05tdm*,Rafael Marcano,MIN,RP,7869,FA,24,@STL Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05aco*,Landon Marceaux,KC,SP,7872,FA,25,CLE Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06aju*,Hansel Marcelino,(N/A),RP,7873,FA,22,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06o04*,Manuel Marchan,CIN,RP,7875,FA,17,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*061vz*,Jorge Marcheco,LAA,SP,7876,FA,22,@CHW Thu 1:10PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*04eie*,Nick Margevicius,(N/A),"SP,RP",7880,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06jgh*,Yander Maria,CHC,SP,7883,FA,18,@ARI Thu 7:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06r32*,Alexis Marin,ARI,SP,7887,FA,20,CHC Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03rn7*,Terance Marin,CHW,SP,7893,FA,35,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02hiz*,Michael Mariot,(N/A),SP,7898,FA,36,,0,0%,-,0%,0,0,0,0,0,0,0,0
*02i3q*,Parker Markel,(N/A),SP,7902,FA,34,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03drg*,Brad Markey,(N/A),SP,7903,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05aob*,Brandon Marklund,(N/A),RP,7904,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05u9a*,Jordan Marks,DET,RP,7905,FA,25,@LAD Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04pwr*,Kyle Marman,CLE,RP,7907,FA,28,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06dq2*,Landen Maroudis,TOR,SP,7909,FA,20,BAL Thu 12:07PM,0,0%,-,7%,0,0,0,0,0,0,0,0
*0669w*,Austin Marozas,(N/A),SP,7910,FA,26,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04390*,Brailyn Marquez,HOU,SP,7914,FA,26,NYM Thu 1:10PM,0,0%,-,4%,0,0,0,0,0,0,0,0
*05u1r*,Emilio Marquez,KC,RP,7915,FA,26,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05l1l*,Franklin Marquez,(N/A),SP,7916,FA,22,,0,0%,-,0%,0,0,0,0,0,0,0,0
*021tc*,Miguel Marquez,BOS,SP,7920,FA,37,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r5t*,Noslen Marquez,ATL,SP,7921,FA,19,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ajp*,Yoiber Marquina,CLE,RP,7923,FA,29,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06idy*,Andrew Marrero,STL,RP,7925,FA,24,MIN Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06pq7*,Mason Marriott,ARI,SP,7933,FA,22,CHC Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qlb*,Chandler Marsh,NYM,SP,7935,FA,22,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0657y*,Shane Marshall,CHC,RP,7936,FA,24,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06kww*,Duncan Marsten,(N/A),SP,7937,FA,19,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06bl3*,Francis Marte,ATH,SP,7943,FA,19,@SEA Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*049t3*,Junior Marte,CHC,SP,7948,FA,29,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ie7*,Sabier Marte,NYY,SP,7952,FA,21,MIL Thu 12:05PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06cqy*,Yunior Marte,KC,SP,7953,FA,21,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03bwd*,Francis Martes,(N/A),RP,7955,FA,29,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dbs*,Brett Martin,(N/A),RP,7958,FA,29,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qr5*,Colby Martin,TOR,SP,7961,FA,23,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04afj*,Corbin Martin,BAL,RP,7962,FA,29,@TOR Thu 12:07PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06h21*,Logan Martin,KC,"SP,RP",7970,FA,23,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*066dq*,Payton Martin,LAD,SP,7973,FA,20,DET Thu 4:10PM,0,0%,-,13%,0,0,0,0,0,0,0,0
*051g2*,Reeves Martin,(N/A),RP,7974,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05yam*,Riley Martin,CHC,RP,7976,FA,26,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06309*,Trevor Martin,TB,SP,7980,FA,24,,0,0%,-,4%,0,0,0,0,0,0,0,0
*05y6o*,Aaron Martinez,(N/A),SP,7985,FA,21,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05u3c*,Adrian Martinez,(N/A),RP,7986,FA,28,,0,0%,-,1%,0,0,0,0,0,0,0,0
*05y4l*,Alex Martinez,LAA,SP,7988,FA,22,@CHW Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*061yz*,Alexander Martinez,COL,RP,7989,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ap0*,Algenis Martinez,BOS,RP,7992,FA,31,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*01511*,Anastacio Martinez,DET,"SP,RP",7993,FA,0,@LAD Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02n03*,Andre Martinez,MIN,"SP,RP",7994,FA,31,@STL Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qy7*,Anel Martinez,WSH,SP,7995,FA,19,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r02*,Bernie Martinez,SEA,SP,7997,FA,28,ATH Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*01uug*,Carlos Martinez,(N/A),"SP,RP",8001,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*0657n*,Chazz Martinez,KC,SP,8003,FA,25,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03mun*,Dallas Martinez,NYY,SP,8004,FA,30,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q3u*,Daniel Martinez,(N/A),"SP,RP",8005,FA,26,,0,0%,-,0%,0,0,0,0,0,0,0,0
*033b8*,David Jose Martinez,HOU,SP,8006,FA,37,NYM Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04a79*,Denny Martinez,PHI,SP,8008,FA,28,@WSH Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06er5*,Emmanuel Martinez,TEX,SP,8009,FA,21,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06bl4*,Frank Martinez,TEX,RP,8011,FA,22,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0657u*,Henry Martinez,SD,SP,8013,FA,21,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qwk*,Izaak Martinez,CLE,SP,8015,FA,23,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*066m6*,Jeter Martinez,SEA,SP,8018,FA,19,ATH Thu 7:10PM,0,0%,-,15%,0,0,0,0,0,0,0,0
*064w8*,Jhonny Martinez,ATL,RP,8019,FA,20,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
