"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","AB","H","R","HR","RBI","SB","OBP","SLG","GP"
"*05rk5*","Ronald Hernandez","NYM","C,1B","6264","FA","21","@HOU Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*04al0*","Ronaldo Hernandez","NYY","UT","6265","FA","27","MIL Thu 12:05PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*068y1*","Ronny Hernandez","CHW","C","6266","FA","20","LAA Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*06cqn*","Roynier Hernandez","COL","2B,3B","6267","FA","20","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*065j9*","Sammy Hernandez","STL","C","6268","FA","20","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*060pz*","Sandry Hernandez","COL","OF","6269","FA","22","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03ywd*","Yadiel Hernandez","(N/A)","OF","6274","FA","37","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*06may*","Yandro Hernandez","MIN","OF","6275","FA","19","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04yin*","Yonny Hernandez","NYM","2B,SS","6276","FA","26","@HOU Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*039p4*","Carlos Herrera","COL","SS","6282","FA","28","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*025fm*","Dilson Herrera","(N/A)","2B","6284","FA","31","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03ypw*","Edgar Herrera","CIN","3B","6285","FA","29","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hip*","Eduardo Herrera","CHW","3B","6287","FA","18","LAA Thu 1:10PM","0","0%","-","5%","0","0","0","0","0","0","0","0","0"
"*06r58*","Herlinton Herrera","COL","SS","6289","FA","18","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mmw*","Javier Herrera","LAD","2B","6290","FA","20","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03au6*","Jhoan Herrera","PIT","3B","6292","FA","29","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03aoh*","Juan Herrera","STL","SS","6293","FA","31","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06kvm*","Kendrick Herrera","PIT","3B","6296","FA","18","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02i2s*","Odubel Herrera","(N/A)","OF","6300","FA","33","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05gtj*","Rafael Herrera","CHC","OF","6301","FA","24","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ri4*","Reiner Herrera","CLE","C","6302","FA","19","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*027zr*","Rosell Herrera","(N/A)","OF","6304","FA","32","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qza*","Roybert Herrera","NYM","3B","6305","FA","17","@HOU Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05yiy*","Yilber Herrera","MIN","SS","6307","FA","20","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02h9a*","Chris Herrmann","(N/A)","C","6312","FA","37","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qiw*","Tyler Herron","TB","C","6314","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03d01*","Marty Herum","ARI","3B","6316","FA","33","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ept*","Chris Hess","NYY","2B","6318","FA","30","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06gum*","Kehden Hettiger","PHI","C,1B","6323","FA","20","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*01sip*","Anthony Hewitt","PHI","3B","6326","FA","35","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*067zc*","Luke Heyman","(N/A)","C,1B","6329","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03auq*","Carlos Hiciano","ATH","OF","6332","FA","28","@SEA Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05tzm*","Nathan Hickey","BOS","C","6335","FA","25","@TEX Thu 1:05PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*01cgr*","Aaron Hicks","LAA","OF","6337","FA","35","@CHW Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*02n83*","Dalton Hicks","MIN","1B","6339","FA","34","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02bt6*","John Hicks","(N/A)","C","6341","FA","35","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*057p9*","Eduard Hidalgo","SD","OF","6344","FA","22","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*064oi*","Kelvin HIdalgo","COL","SS","5918","FA","20","","0","0%","-","3%","0","0","0","0","0","0","0","0","0"
"*0639y*","Renny Hidalgo","MIA","OF","6345","FA","22","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05r6l*","Reyden Hidalgo","CLE","SS","6346","FA","0","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066a1*","Matt Higgins","SF","1B,OF","6349","FA","25","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qqe*","P.J. Higgins","CIN","C,1B,3B","6350","FA","31","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05y9q*","Ryan Higgins","(N/A)","3B","6351","FA","25","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*067ze*","Ross Highfill","(N/A)","C","6352","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06o8p*","Cobb Hightower","SD","SS","6354","FA","19","ATL Thu 1:10PM","0","0%","-","12%","0","0","0","0","0","0","0","0","0"
"*024wm*","J.R Higley","WSH","OF","6355","FA","36","PHI Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06r81*","Jovensly Hilaire","TEX","OF","6356","FA","18","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0513i*","Glenallen Hill Jr.","ARI","2B,SS","6359","FA","24","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*051f3*","Darius Hill","CHC","OF","6363","FA","27","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03r09*","Logan Hill","PIT","OF","6369","FA","31","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06nvj*","Turner Hill","SF","OF","6371","FA","25","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03ds4*","Tyler Hill","COL","OF","6372","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04pro*","P.J. Hilson","PIT","OF","6376","FA","24","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*060g6*","Hunter Hines","(N/A)","3B","6378","FA","22","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02wya*","Wade Hinkle","LAA","1B","6380","FA","35","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02j36*","C.J. Hinojosa","(N/A)","SS","6381","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*031ed*","Chad Hinshaw","LAA","OF","6382","FA","34","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06oh3*","Robert Hipwell","SF","3B","6385","FA","22","@CIN Thu 1:10PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*04l80*","Miguel Hiraldo","(N/A)","2B","6386","FA","24","","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*06k6q*","Jake Hjelle","(N/A)","1B","6392","FA","24","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hur*","Caleb Hobson","COL","OF","6398","FA","23","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02h9i*","Kristopher Hobson","TOR","OF","6399","FA","34","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02c0r*","Kevin Hockaday","BAL","3B","6401","FA","31","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05gdx*","Jason Hodges","CIN","1B","6406","FA","23","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0649b*","Douglas Hodo III","BAL","OF","6407","FA","24","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04zjm*","Kody Hoese","LAD","3B","6409","FA","27","DET Thu 4:10PM","0","0%","-","4%","0","0","0","0","0","0","0","0","0"
"*03qxo*","Zach Hoffpauir","ARI","OF","6418","FA","31","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02hi2*","Bryan Holaday","(N/A)","C","6422","FA","37","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05u2z*","Braden Holcomb","(N/A)","SS","6425","FA","20","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03pjg*","Kyle Holder","(N/A)","SS","6432","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05tzi*","Ryan Holgate","STL","OF","6433","FA","24","MIN Thu 1:15PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*061zo*","Gery Holguin","MIL","SS","6434","FA","19","@NYY Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04py4*","Korey Holland","LAA","OF","6438","FA","25","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04y96*","Will Holland","MIN","SS","6440","FA","26","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02n60*","Tyler Hollick","SF","OF","6442","FA","32","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*062cx*","Ethan Holliday","(N/A)","3B","6443","FA","18","","0","0%","-","6%","0","0","0","0","0","0","0","0","0"
"*04xgz*","David Hollie","KC","OF","6444","FA","25","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ylq*","Connor Hollis","(N/A)","2B,OF","6445","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066ab*","Kaden Hollow","SD","1B","6447","FA","23","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dry*","Tra Holmes","(N/A)","2B","6453","FA","28","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0517g*","Jake Holton","DET","1B","6457","FA","27","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mux*","Max Holy","(N/A)","SS","6459","FA","22","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*062e5*","Vance Honeycutt","BAL","OF","6460","FA","21","@TOR Thu 12:07PM","0","0%","-","40%","0","0","0","0","0","0","0","0","0"
"*062yt*","Travis Honeyman","STL","UT","6461","FA","23","MIN Thu 1:15PM","0","0%","-","5%","0","0","0","0","0","0","0","0","0"
"*0649d*","Josh Hood","SEA","SS","6462","FA","24","ATH Thu 7:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*04et1*","Connor Hoover","SEA","2B,SS","6466","FA","28","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06eyu*","Zyhir Hope","LAD","OF","6468","FA","20","DET Thu 4:10PM","0","0%","-","58%","0","0","0","0","0","0","0","0","0"
"*06ooa*","Tommy Hopfe","COL","1B,OF","6470","FA","22","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0516l*","TJ Hopkins","DET","OF","6472","FA","28","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qjp*","Kaden Hopson","(N/A)","C","6474","FA","24","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03170*","Tyler Horan","SF","3B,OF","6476","FA","34","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05r56*","Bryson Horne","ATL","1B","6480","FA","26","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hrz*","Jackson Hornung","TOR","C,1B","6481","FA","24","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05yha*","Mac Horvath","TB","3B","6484","FA","23","","0","0%","-","20%","0","0","0","0","0","0","0","0","0"
"*01cfp*","Eric Hosmer","(N/A)","1B","6485","FA","35","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*05y0w*","Bennett Hostetler","MIA","3B","6486","FA","27","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02c2b*","Zachary Houchins","LAA","3B,SS","6488","FA","32","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066nf*","Colin Houck","NYM","3B,SS","6489","FA","20","@HOU Thu 1:10PM","0","0%","-","16%","0","0","0","0","0","0","0","0","0"
"*06qyn*","Maddux Houghton","MIN","OF","6490","FA","26","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04efq*","Mason House","SD","OF","6491","FA","26","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mps*","Marek Houston","(N/A)","SS","6492","FA","20","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*0599w*","Ed Howard","CHC","2B,SS","6498","FA","23","@ARI Thu 7:10PM","0","0%","-","7%","0","0","0","0","0","0","0","0","0"
"*043f5*","Ryan Howard","(N/A)","SS","6501","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qo8*","Garrett Howe","CLE","OF","6504","FA","22","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066a0*","Carter Howell","SF","OF","6505","FA","26","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04era*","Korry Howell","(N/A)","OF","6506","FA","26","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*04q46*","Brandon Howlett","(N/A)","3B","6508","FA","25","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*026mr*","Jared Hoying","(N/A)","OF","6509","FA","35","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0618c*","Dondrei Hubbard","WSH","C","6515","FA","29","PHI Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*031ec*","Bryan Hudson","BOS","OF","6518","FA","30","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02mzt*","Joe Hudson","HOU","C","6519","FA","33","NYM Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*041w1*","Danny Hudzina","STL","3B","6520","FA","31","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06eys*","Anthony Huezo","HOU","OF","6523","FA","19","NYM Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06433*","Kody Huff","CLE","C","6525","FA","24","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*051a7*","Zach Huffins","TB","OF","6526","FA","25","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qjx*","Casey Hughston","PIT","OF","6535","FA","30","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qtp*","Connor Hujsak","TB","OF","6538","FA","23","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04nb1*","Niko Hulsizer","TB","SS,OF","6540","FA","28","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*05gcw*","Josue Huma","CHC","SS","6541","FA","24","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dfz*","Tyler Humphreys","ARI","3B","6544","FA","31","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*060mc*","Zach Humphreys","LAA","C","6545","FA","27","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04a7h*","Torii Hunter Jr.","LAA","OF","6549","FA","29","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0647k*","Cade Hunter","CIN","C,1B","6551","FA","24","SF Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*06rh1*","Kenly Hunter","STL","OF","6552","FA","16","MIN Thu 1:15PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*0669r*","Jerry Huntzinger","TOR","C","6556","FA","26","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06htu*","Devin Hurdle","TEX","SS","6558","FA","24","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*060u1*","Jack Hurley","ARI","OF","6560","FA","22","CHC Thu 7:10PM","0","0%","-","7%","0","0","0","0","0","0","0","0","0"
"*04efl*","Scott Hurst","(N/A)","OF","6563","FA","28","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02n7e*","Will Hurt","MIN","SS","6565","FA","31","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rkl*","Ricardo Hurtado","DET","C","6570","FA","21","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06i06*","Victor Hurtado","WSH","OF","6571","FA","17","PHI Thu 1:05PM","0","0%","-","8%","0","0","0","0","0","0","0","0","0"
"*05yil*","Grant Hussey","(N/A)","1B","6572","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*061t9*","Dane Hutcheon","(N/A)","2B","6573","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02n2i*","Joel Hutter","BAL","SS","6577","FA","35","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06bpz*","Pedro Ibarguen","MIL","OF","6581","FA","18","@NYY Thu 12:05PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*04ylr*","Joel Ibarra","LAD","SS","6582","FA","22","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05was*","Ruben Ibarra","CIN","1B","6583","FA","25","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04w4a*","Cesar Idrogo","(N/A)","OF","6584","FA","23","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hng*","Ryan Ignoffo","MIA","C","6587","FA","24","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*043pe*","Reinaldo Ilarraza","SD","2B","6589","FA","26","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02z95*","Ender Inciarte","(N/A)","OF","6593","FA","34","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04b12*","Diego Infante","(N/A)","OF","6594","FA","25","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*05jqg*","Sammy Infante","(N/A)","3B","6595","FA","23","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04c3b*","Cristian Inoa","(N/A)","2B","6601","FA","25","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rol*","Brent Iredale","(N/A)","3B","6604","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qqj*","Chris Iriart","ATH","1B","6606","FA","30","@SEA Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04nq0*","Carlos Irigoyen","DET","SS","6607","FA","23","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06c10*","Ike Irish","(N/A)","C","6608","FA","21","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*03dtx*","Todd Isaacs","CLE","OF","6612","FA","28","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03auu*","Ibandel Isabel","LAA","1B","6613","FA","29","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06c3e*","David Isea","COL","C","6615","FA","18","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*060oz*","Alex Isola","MIN","1B,OF","6618","FA","26","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dzv*","Bobby Ison","CLE","OF","6619","FA","31","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*060gf*","Eddy Isturiz","CIN","C","6620","FA","21","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rf7*","Nieves Izaguirre","PHI","SS","6622","FA","17","@WSH Thu 1:05PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*066k7*","Jose Izarra","LAD","SS","6623","FA","22","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04yml*","Cesar Izturis Jr.","SEA","SS","6624","FA","25","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*057p5*","Luis Izturis","LAD","3B","6625","FA","23","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05yic*","Victor Izturis","CLE","C","6626","FA","19","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02mzj*","Bralin Jackson","TB","OF","6630","FA","31","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066fd*","Christian Jackson","ATL","OF","6631","FA","21","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mhz*","Daniel Jackson","(N/A)","C","6632","FA","20","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qky*","Drew Jackson","SF","SS","6633","FA","31","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06l5p*","Isaiah Jackson","(N/A)","OF","6635","FA","20","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04pmt*","Jeremiah Jackson","BAL","3B,SS","6636","FA","24","@TOR Thu 12:07PM","0","0%","-","4%","0","0","0","0","0","0","0","0","0"
"*06qpp*","JoJo Jackson","NYY","OF","6637","FA","22","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04pu2*","Kevon Jackson","KC","OF","6639","FA","24","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qpo*","Ryan Jackson","SD","3B","6640","FA","23","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02ncp*","Vincent Jackson","STL","OF","6641","FA","31","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ajr*","David Jacob","TOR","1B","6643","FA","29","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*01uw8*","Brandon Jacobs","ARI","OF","6646","FA","34","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02z09*","Chris Jacobs","LAD","1B","6648","FA","36","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0310f*","Eric Jagielo","MIA","1B,3B","6653","FA","32","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rif*","Brandon Jaime","CIN","C","6654","FA","20","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06alw*","Coy James","(N/A)","SS","6657","FA","18","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*046y6*","Jared James","ATL","OF","6658","FA","31","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*01srq*","Jiwan James","PHI","OF","6659","FA","35","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0648l*","Kamren James","TB","C","6661","FA","24","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05iys*","Lyonell James","BOS","SS","6662","FA","22","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*057yb*","Michael James","COL","SS","6663","FA","23","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066ls*","Justin Janas","ATL","1B","6666","FA","24","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06kkk*","Walker Janek","HOU","C","6668","FA","22","NYM Thu 1:10PM","0","0%","-","14%","0","0","0","0","0","0","0","0","0"
"*06qnn*","Camden Janik","PIT","C","6670","FA","22","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*041ub*","Ryan January","(N/A)","OF","6673","FA","27","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*051an*","Mason Janvrin","BAL","OF","6674","FA","27","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04yu8*","Rubendy Jaquez","(N/A)","3B","6677","FA","26","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ybn*","Branlyn Jaraba","(N/A)","1B","6678","FA","22","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02mxh*","Jamie Jarmon","TEX","OF","6679","FA","30","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04yd7*","Zach Jarrett","(N/A)","OF","6681","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03di2*","Jake Jarvis","CHW","2B","6682","FA","30","LAA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06gjo*","Jiim Jarvis","DET","SS","6683","FA","24","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05y54*","Mike Jarvis","PIT","3B","6685","FA","26","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ek0*","Dylan Jasso","NYY","3B","6687","FA","22","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rgt*","Cristian Jauregui","PIT","OF","6688","FA","19","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06com*","Ismael Javier","SD","SS","6689","FA","19","ATL Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*02uwf*","Nathanael Javier","SF","1B,3B","6691","FA","29","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03trq*","Wander Javier","MIN","SS","6695","FA","26","@STL Thu 1:15PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*06f1m*","Chase Jaworsky","HOU","2B,SS","6696","FA","20","NYM Thu 1:10PM","0","0%","-","3%","0","0","0","0","0","0","0","0","0"
